PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Carmelo Anthony,NYK,02/22/2016,NYK vs. TOR,L,37,23,-18
Draymond Green,GSW,02/22/2016,GSW @ ATL,W,38,6,15
Phil Pressey,PHX,02/22/2016,PHX @ LAC,L,28,4,-13
Mike Muscala,ATL,02/22/2016,ATL vs. GSW,L,3,0,0
Miles Plumlee,MIL,02/22/2016,MIL vs. LAL,W,21,14,12
Josh McRoberts,MIA,02/22/2016,MIA vs. IND,W,22,10,-2
Paul Millsap,ATL,02/22/2016,ATL vs. GSW,L,33,11,-26
Paul George,IND,02/22/2016,IND @ MIA,L,42,31,-6
Rashad Vaughn,MIL,02/22/2016,MIL vs. LAL,W,17,0,-4
Klay Thompson,GSW,02/22/2016,GSW @ ATL,W,37,27,16
Ian Mahinmi,IND,02/22/2016,IND @ MIA,L,31,11,-2
Kyle Lowry,TOR,02/22/2016,TOR @ NYK,W,35,22,19
Kent Bazemore,ATL,02/22/2016,ATL vs. GSW,L,16,4,-20
Tim Hardaway Jr.,ATL,02/22/2016,ATL vs. GSW,L,26,12,17
Alex Len,PHX,02/22/2016,PHX @ LAC,L,31,14,-23
Avery Bradley,BOS,02/22/2016,BOS @ MIN,L,33,22,-4
Tristan Thompson,CLE,02/22/2016,CLE vs. DET,L,21,0,-22
Jared Sullinger,BOS,02/22/2016,BOS @ MIN,L,30,12,-17
Robin Lopez,NYK,02/22/2016,NYK vs. TOR,L,28,21,-7
Monta Ellis,IND,02/22/2016,IND @ MIA,L,41,7,-6
Alex Stepheson,LAC,02/22/2016,LAC vs. PHX,W,7,2,-2
Darrun Hilliard,DET,02/22/2016,DET @ CLE,W,11,0,4
Jonas Valanciunas,TOR,02/22/2016,TOR @ NYK,W,25,20,14
Pablo Prigioni,LAC,02/22/2016,LAC vs. PHX,W,21,6,3
Andrew Wiggins,MIN,02/22/2016,MIN vs. BOS,W,36,17,-1
Steve Novak,MIL,02/22/2016,MIL vs. LAL,W,1,0,-4
Paul Pierce,LAC,02/22/2016,LAC vs. PHX,W,19,11,27
Greg Monroe,MIL,02/22/2016,MIL vs. LAL,W,27,12,-5
Sasha Vujacic,NYK,02/22/2016,NYK vs. TOR,L,6,0,-4
DeMar DeRozan,TOR,02/22/2016,TOR @ NYK,W,32,22,23
Jonas Jerebko,BOS,02/22/2016,BOS @ MIN,L,22,9,20
Thabo Sefolosha,ATL,02/22/2016,ATL vs. GSW,L,24,6,-1
Jon Leuer,PHX,02/22/2016,PHX @ LAC,L,19,8,-13
Reggie Jackson,DET,02/22/2016,DET @ CLE,W,33,23,11
LeBron James,CLE,02/22/2016,CLE vs. DET,L,37,12,-4
Andre Iguodala,GSW,02/22/2016,GSW @ ATL,W,25,7,-12
Chase Budinger,IND,02/22/2016,IND @ MIA,L,7,3,-1
Kentavious Caldwell-Pope,DET,02/22/2016,DET @ CLE,W,37,19,4
Dwyane Wade,MIA,02/22/2016,MIA vs. IND,W,39,16,8
Jordan Hill,IND,02/22/2016,IND @ MIA,L,22,6,-7
Myles Turner,IND,02/22/2016,IND @ MIA,L,31,16,-2
Mirza Teletovic,PHX,02/22/2016,PHX @ LAC,L,23,13,-33
Johnny O'Bryant III,MIL,02/22/2016,MIL vs. LAL,W,1,0,-4
Richard Jefferson,CLE,02/22/2016,CLE vs. DET,L,15,2,5
Lou Williams,LAL,02/22/2016,LAL @ MIL,L,30,14,11
Kris Humphries,PHX,02/22/2016,PHX @ LAC,L,12,4,-18
Kristaps Porzingis,NYK,02/22/2016,NYK vs. TOR,L,33,17,-27
Derrick Williams,NYK,02/22/2016,NYK vs. TOR,L,14,6,-16
Kyle Korver,ATL,02/22/2016,ATL vs. GSW,L,30,2,-16
Andre Drummond,DET,02/22/2016,DET @ CLE,W,35,16,7
Kevin Love,CLE,02/22/2016,CLE vs. DET,L,36,24,-11
Harrison Barnes,GSW,02/22/2016,GSW @ ATL,W,30,14,13
Andrew Bogut,GSW,02/22/2016,GSW @ ATL,W,29,3,20
Bismack Biyombo,TOR,02/22/2016,TOR @ NYK,W,19,10,10
Wesley Johnson,LAC,02/22/2016,LAC vs. PHX,W,28,11,16
Sasha Kaun,CLE,02/22/2016,CLE vs. DET,L,0,0,2
Julius Randle,LAL,02/22/2016,LAL @ MIL,L,26,5,-21
Delon Wright,TOR,02/22/2016,TOR @ NYK,W,3,2,3
Jamal Crawford,LAC,02/22/2016,LAC vs. PHX,W,17,2,-2
Joe Young,IND,02/22/2016,IND @ MIA,L,17,10,-3
Jordan Mickey,BOS,02/22/2016,BOS @ MIN,L,2,0,3
JJ Redick,LAC,02/22/2016,LAC vs. PHX,W,25,22,31
Luis Scola,TOR,02/22/2016,TOR @ NYK,W,20,4,10
Jordan Clarkson,LAL,02/22/2016,LAL @ MIL,L,25,15,-14
Khris Middleton,MIL,02/22/2016,MIL vs. LAL,W,35,18,25
Arron Afflalo,NYK,02/22/2016,NYK vs. TOR,L,33,7,-22
Marcus Smart,BOS,02/22/2016,BOS @ MIN,L,29,17,11
Evan Turner,BOS,02/22/2016,BOS @ MIN,L,26,9,-3
Zach LaVine,MIN,02/22/2016,MIN vs. BOS,W,32,16,4
Matthew Dellavedova,CLE,02/22/2016,CLE vs. DET,L,29,7,2
Timofey Mozgov,CLE,02/22/2016,CLE vs. DET,L,18,4,11
Amir Johnson,BOS,02/22/2016,BOS @ MIN,L,15,2,-9
Devin Booker,PHX,02/22/2016,PHX @ LAC,L,26,5,-34
Stanley Johnson,DET,02/22/2016,DET @ CLE,W,22,10,4
Tayshaun Prince,MIN,02/22/2016,MIN vs. BOS,W,5,0,-5
Mike Scott,ATL,02/22/2016,ATL vs. GSW,L,21,0,10
Brandon Rush,GSW,02/22/2016,GSW @ ATL,W,6,0,-8
Al Horford,ATL,02/22/2016,ATL vs. GSW,L,39,23,-6
PJ Tucker,PHX,02/22/2016,PHX @ LAC,L,21,2,-9
Jimmer Fredette,NYK,02/22/2016,NYK vs. TOR,L,2,3,-3
Gorgui Dieng,MIN,02/22/2016,MIN vs. BOS,W,37,17,12
Michael Carter-Williams,MIL,02/22/2016,MIL vs. LAL,W,35,10,-7
Goran Dragic,MIA,02/22/2016,MIA vs. IND,W,41,24,20
Steve Blake,DET,02/22/2016,DET @ CLE,W,15,0,-3
Nick Young,LAL,02/22/2016,LAL @ MIL,L,24,19,13
Brandon Bass,LAL,02/22/2016,LAL @ MIL,L,19,11,-1
Shabazz Muhammad,MIN,02/22/2016,MIN vs. BOS,W,20,13,-11
Giannis Antetokounmpo,MIL,02/22/2016,MIL vs. LAL,W,42,27,13
Solomon Hill,IND,02/22/2016,IND @ MIA,L,17,0,-4
Cole Aldrich,LAC,02/22/2016,LAC vs. PHX,W,14,8,7
Terrence Ross,TOR,02/22/2016,TOR @ NYK,W,21,12,-1
Marcelo Huertas,LAL,02/22/2016,LAL @ MIL,L,12,3,18
Meyers Leonard,POR,02/23/2016,POR vs. BKN,W,12,3,4
Luke Babbitt,NOP,02/23/2016,NOP @ WAS,L,3,3,-1
Terrence Jones,HOU,02/23/2016,HOU @ UTA,L,12,3,-4
Damian Lillard,POR,02/23/2016,POR vs. BKN,W,37,34,12
Kelly Oubre Jr.,WAS,02/23/2016,WAS vs. NOP,W,9,8,-4
Bryce Dejean-Jones,NOP,02/23/2016,NOP @ WAS,L,21,0,-19
Bojan Bogdanovic,BKN,02/23/2016,BKN @ POR,L,22,5,8
Jason Smith,ORL,02/23/2016,ORL @ PHI,W,10,8,0
Dante Cunningham,NOP,02/23/2016,NOP @ WAS,L,28,7,-22
Noah Vonleh,POR,02/23/2016,POR vs. BKN,W,13,4,-2
Aaron Gordon,ORL,02/23/2016,ORL @ PHI,W,30,11,2
Jerami Grant,PHI,02/23/2016,PHI vs. ORL,L,27,7,-13
CJ McCollum,POR,02/23/2016,POR vs. BKN,W,38,34,6
Joffrey Lauvergne,DEN,02/23/2016,DEN vs. SAC,L,23,10,3
Garrett Temple,WAS,02/23/2016,WAS vs. NOP,W,24,7,18
Toney Douglas,NOP,02/23/2016,NOP @ WAS,L,26,11,-8
Chris Johnson,UTA,02/23/2016,UTA vs. HOU,W,19,4,-9
Shelvin Mack,UTA,02/23/2016,UTA vs. HOU,W,32,17,7
Derrick Favors,UTA,02/23/2016,UTA vs. HOU,W,40,19,1
Ed Davis,POR,02/23/2016,POR vs. BKN,W,21,4,-10
Jared Dudley,WAS,02/23/2016,WAS vs. NOP,W,27,18,24
Kendall Marshall,PHI,02/23/2016,PHI vs. ORL,L,4,0,-4
Bradley Beal,WAS,02/23/2016,WAS vs. NOP,W,25,9,4
Emmanuel Mudiay,DEN,02/23/2016,DEN vs. SAC,L,26,11,-7
John Wall,WAS,02/23/2016,WAS vs. NOP,W,32,16,23
Kosta Koufos,SAC,02/23/2016,SAC @ DEN,W,12,6,-7
Patrick Beverley,HOU,02/23/2016,HOU @ UTA,L,37,14,-4
Jarell Eddie,WAS,02/23/2016,WAS vs. NOP,W,2,0,-1
Elfrid Payton,ORL,02/23/2016,ORL @ PHI,W,20,3,9
Victor Oladipo,ORL,02/23/2016,ORL @ PHI,W,41,22,4
Alonzo Gee,NOP,02/23/2016,NOP @ WAS,L,16,5,1
Evan Fournier,ORL,02/23/2016,ORL @ PHI,W,43,21,10
Jason Terry,HOU,02/23/2016,HOU @ UTA,L,21,8,-8
Isaiah Canaan,PHI,02/23/2016,PHI vs. ORL,L,20,12,-2
Alexis Ajinca,NOP,02/23/2016,NOP @ WAS,L,17,7,-10
Josh Smith,HOU,02/23/2016,HOU @ UTA,L,19,8,3
Ersan Ilyasova,ORL,02/23/2016,ORL @ PHI,W,19,10,6
Rudy Gay,SAC,02/23/2016,SAC @ DEN,W,36,16,4
Ryan Anderson,NOP,02/23/2016,NOP @ WAS,L,25,16,4
Dwight Howard,HOU,02/23/2016,HOU @ UTA,L,40,13,0
Trey Burke,UTA,02/23/2016,UTA vs. HOU,W,28,15,-3
Darrell Arthur,DEN,02/23/2016,DEN vs. SAC,L,25,14,3
Corey Brewer,HOU,02/23/2016,HOU @ UTA,L,22,2,11
Al-Farouq Aminu,POR,02/23/2016,POR vs. BKN,W,28,10,21
Quincy Acy,SAC,02/23/2016,SAC @ DEN,W,13,0,-1
D.J. Augustin,DEN,02/23/2016,DEN vs. SAC,L,22,10,3
Anthony Davis,NOP,02/23/2016,NOP @ WAS,L,37,9,-20
Drew Gooden,WAS,02/23/2016,WAS vs. NOP,W,2,0,-3
Trevor Ariza,HOU,02/23/2016,HOU @ UTA,L,41,18,-12
Marcin Gortat,WAS,02/23/2016,WAS vs. NOP,W,30,21,24
Gary Harris,DEN,02/23/2016,DEN vs. SAC,L,25,4,-7
Marco Belinelli,SAC,02/23/2016,SAC @ DEN,W,20,9,-3
Maurice Harkless,POR,02/23/2016,POR vs. BKN,W,18,4,-4
Joe Ingles,UTA,02/23/2016,UTA vs. HOU,W,7,0,1
Mason Plumlee,POR,02/23/2016,POR vs. BKN,W,27,4,16
Allen Crabbe,POR,02/23/2016,POR vs. BKN,W,25,5,8
Norris Cole,NOP,02/23/2016,NOP @ WAS,L,18,9,-14
Omri Casspi,SAC,02/23/2016,SAC @ DEN,W,23,14,3
Rudy Gobert,UTA,02/23/2016,UTA vs. HOU,W,26,2,5
Ben McLemore,SAC,02/23/2016,SAC @ DEN,W,13,7,-1
Trevor Booker,UTA,02/23/2016,UTA vs. HOU,W,12,6,8
Jahlil Okafor,PHI,02/23/2016,PHI vs. ORL,L,26,17,-10
Kenneth Faried,DEN,02/23/2016,DEN vs. SAC,L,22,13,-5
Donald Sloan,BKN,02/23/2016,BKN @ POR,L,33,14,-5
Brook Lopez,BKN,02/23/2016,BKN @ POR,L,40,36,-4
Markieff Morris,WAS,02/23/2016,WAS vs. NOP,W,22,6,-4
Raul Neto,UTA,02/23/2016,UTA vs. HOU,W,8,0,3
Rodney Hood,UTA,02/23/2016,UTA vs. HOU,W,36,18,15
Willie Reed,BKN,02/23/2016,BKN @ POR,L,7,4,-2
Gordon Hayward,UTA,02/23/2016,UTA vs. HOU,W,40,28,-3
Thaddeus Young,BKN,02/23/2016,BKN @ POR,L,36,8,-7
Otto Porter Jr.,WAS,02/23/2016,WAS vs. NOP,W,26,6,22
Shane Larkin,BKN,02/23/2016,BKN @ POR,L,15,7,-3
C.J. Watson,ORL,02/23/2016,ORL @ PHI,W,19,3,13
Wayne Ellington,BKN,02/23/2016,BKN @ POR,L,19,4,-2
Nerlens Noel,PHI,02/23/2016,PHI vs. ORL,L,32,16,-7
Rajon Rondo,SAC,02/23/2016,SAC @ DEN,W,31,4,6
Nene,WAS,02/23/2016,WAS vs. NOP,W,16,8,-1
Clint Capela,HOU,02/23/2016,HOU @ UTA,L,13,2,-3
Thomas Robinson,BKN,02/23/2016,BKN @ POR,L,12,0,-1
Darren Collison,SAC,02/23/2016,SAC @ DEN,W,32,9,7
Ramon Sessions,WAS,02/23/2016,WAS vs. NOP,W,26,10,-2
JaKarr Sampson,DEN,02/23/2016,DEN vs. SAC,L,14,0,-2
Robert Covington,PHI,02/23/2016,PHI vs. ORL,L,27,12,3
Will Barton,DEN,02/23/2016,DEN vs. SAC,L,27,18,6
Nikola Vucevic,ORL,02/23/2016,ORL @ PHI,W,37,35,10
Trey Lyles,UTA,02/23/2016,UTA vs. HOU,W,17,8,-10
DeMarcus Cousins,SAC,02/23/2016,SAC @ DEN,W,36,39,11
Willie Cauley-Stein,SAC,02/23/2016,SAC @ DEN,W,23,10,1
Kendrick Perkins,NOP,02/23/2016,NOP @ WAS,L,18,2,-12
Ty Lawson,HOU,02/23/2016,HOU @ UTA,L,16,4,1
Mario Hezonja,ORL,02/23/2016,ORL @ PHI,W,11,5,3
James Harden,HOU,02/23/2016,HOU @ UTA,L,44,42,2
Gerald Henderson,POR,02/23/2016,POR vs. BKN,W,22,10,-11
Markel Brown,BKN,02/23/2016,BKN @ POR,L,22,7,-16
Ish Smith,PHI,02/23/2016,PHI vs. ORL,L,27,22,2
Jrue Holiday,NOP,02/23/2016,NOP @ WAS,L,32,20,1
Brandon Jennings,ORL,02/23/2016,ORL @ PHI,W,11,6,-12
KJ McDaniels,HOU,02/23/2016,HOU @ UTA,L,0,0,-1
Nikola Jokic,DEN,02/23/2016,DEN vs. SAC,L,20,13,-5
Hollis Thompson,PHI,02/23/2016,PHI vs. ORL,L,29,14,-7
T.J. McConnell,PHI,02/23/2016,PHI vs. ORL,L,17,8,-7
Nik Stauskas,PHI,02/23/2016,PHI vs. ORL,L,24,5,-3
Joe Johnson,BKN,02/23/2016,BKN @ POR,L,34,19,-8
Richaun Holmes,PHI,02/23/2016,PHI vs. ORL,L,7,2,3
Danilo Gallinari,DEN,02/23/2016,DEN vs. SAC,L,37,17,-9
Anderson Varejao,GSW,02/24/2016,GSW @ MIA,W,10,1,-2
Sasha Vujacic,NYK,02/24/2016,NYK @ IND,L,11,0,7
Kristaps Porzingis,NYK,02/24/2016,NYK @ IND,L,36,22,-4
Nick Young,LAL,02/24/2016,LAL @ MEM,L,19,8,-2
Zach LaVine,MIN,02/24/2016,MIN @ TOR,L,33,7,-19
Darrun Hilliard,DET,02/24/2016,DET vs. PHI,W,18,6,-1
Bradley Beal,WAS,02/24/2016,WAS @ CHI,L,34,19,7
Serge Ibaka,OKC,02/24/2016,OKC @ DAL,W,37,13,9
Kevin Durant,OKC,02/24/2016,OKC @ DAL,W,35,24,9
Kemba Walker,CHA,02/24/2016,CHA @ CLE,L,36,20,-2
Harrison Barnes,GSW,02/24/2016,GSW @ MIA,W,28,11,11
Channing Frye,CLE,02/24/2016,CLE vs. CHA,W,18,15,2
Justin Anderson,DAL,02/24/2016,DAL vs. OKC,L,1,2,0
Mike Dunleavy,CHI,02/24/2016,CHI vs. WAS,W,28,14,8
Myles Turner,IND,02/24/2016,IND vs. NYK,W,30,24,12
D'Angelo Russell,LAL,02/24/2016,LAL @ MEM,L,33,22,-11
D.J. Augustin,DEN,02/24/2016,DEN @ LAC,W,18,3,-2
Delon Wright,TOR,02/24/2016,TOR vs. MIN,W,0,0,0
Arron Afflalo,NYK,02/24/2016,NYK @ IND,L,24,4,-10
Kevin Love,CLE,02/24/2016,CLE vs. CHA,W,26,8,12
Kyle O'Quinn,NYK,02/24/2016,NYK @ IND,L,16,19,10
Alan Anderson,WAS,02/24/2016,WAS @ CHI,L,16,9,11
Ian Mahinmi,IND,02/24/2016,IND vs. NYK,W,31,8,10
JaMychal Green,MEM,02/24/2016,MEM vs. LAL,W,25,12,15
Brandon Bass,LAL,02/24/2016,LAL @ MEM,L,22,11,12
Robin Lopez,NYK,02/24/2016,NYK @ IND,L,25,4,-14
Zach Randolph,MEM,02/24/2016,MEM vs. LAL,W,29,14,25
Reggie Jackson,DET,02/24/2016,DET vs. PHI,W,26,17,17
Kawhi Leonard,SAS,02/24/2016,SAS @ SAC,W,28,18,4
Kosta Koufos,SAC,02/24/2016,SAC vs. SAS,L,8,0,-9
Darrell Arthur,DEN,02/24/2016,DEN @ LAC,W,19,0,-3
Leandro Barbosa,GSW,02/24/2016,GSW @ MIA,W,14,6,-3
Jeremy Lin,CHA,02/24/2016,CHA @ CLE,L,25,10,-17
Jeff Green,LAC,02/24/2016,LAC vs. DEN,L,26,6,-1
George Hill,IND,02/24/2016,IND vs. NYK,W,31,10,7
Vince Carter,MEM,02/24/2016,MEM vs. LAL,W,21,9,7
Ben McLemore,SAC,02/24/2016,SAC vs. SAS,L,17,5,13
Chase Budinger,IND,02/24/2016,IND vs. NYK,W,12,4,-4
Marcin Gortat,WAS,02/24/2016,WAS @ CHI,L,27,8,-12
DeMar DeRozan,TOR,02/24/2016,TOR vs. MIN,W,38,31,5
Isaiah Canaan,PHI,02/24/2016,PHI @ DET,L,18,6,-11
Wesley Matthews,DAL,02/24/2016,DAL vs. OKC,L,34,15,-7
Nicolas Batum,CHA,02/24/2016,CHA @ CLE,L,33,9,-4
Jordan Hill,IND,02/24/2016,IND vs. NYK,W,17,6,-7
Tony Parker,SAS,02/24/2016,SAS @ SAC,W,31,23,-3
Jonas Valanciunas,TOR,02/24/2016,TOR vs. MIN,W,19,14,-14
Raymond Felton,DAL,02/24/2016,DAL vs. OKC,L,33,10,-16
Rasual Butler,SAS,02/24/2016,SAS @ SAC,W,1,0,1
Julius Randle,LAL,02/24/2016,LAL @ MEM,L,33,11,-20
John Wall,WAS,02/24/2016,WAS @ CHI,L,32,16,-11
Mo Williams,CLE,02/24/2016,CLE vs. CHA,W,4,0,-9
Reggie Bullock,DET,02/24/2016,DET vs. PHI,W,26,16,1
Kendall Marshall,PHI,02/24/2016,PHI @ DET,L,22,12,-1
Wesley Johnson,LAC,02/24/2016,LAC vs. DEN,L,23,5,-10
Andre Drummond,DET,02/24/2016,DET vs. PHI,W,27,12,16
JR Smith,CLE,02/24/2016,CLE vs. CHA,W,34,16,12
Ricky Rubio,MIN,02/24/2016,MIN @ TOR,L,36,12,-7
Jarell Martin,MEM,02/24/2016,MEM vs. LAL,W,3,0,-8
James Johnson,TOR,02/24/2016,TOR vs. MIN,W,19,2,-18
Boban Marjanovic,SAS,02/24/2016,SAS @ SAC,W,1,0,1
Hollis Thompson,PHI,02/24/2016,PHI @ DET,L,32,19,-4
Hassan Whiteside,MIA,02/24/2016,MIA vs. GSW,L,32,21,2
Carmelo Anthony,NYK,02/24/2016,NYK @ IND,L,35,14,-14
Cody Zeller,CHA,02/24/2016,CHA @ CLE,L,23,7,5
Kobe Bryant,LAL,02/24/2016,LAL @ MEM,L,29,13,-7
Kyle Lowry,TOR,02/24/2016,TOR vs. MIN,W,39,21,1
Zaza Pachulia,DAL,02/24/2016,DAL vs. OKC,L,24,7,-13
Charlie Villanueva,DAL,02/24/2016,DAL vs. OKC,L,1,0,0
Amar'e Stoudemire,MIA,02/24/2016,MIA vs. GSW,L,6,0,2
Rajon Rondo,SAC,02/24/2016,SAC vs. SAS,L,38,7,-2
Richaun Holmes,PHI,02/24/2016,PHI @ DET,L,18,4,10
Jared Dudley,WAS,02/24/2016,WAS @ CHI,L,20,5,-11
Karl-Anthony Towns,MIN,02/24/2016,MIN @ TOR,L,37,16,-12
Troy Daniels,CHA,02/24/2016,CHA @ CLE,L,4,5,9
Doug McDermott,CHI,02/24/2016,CHI vs. WAS,W,29,14,0
Terrence Ross,TOR,02/24/2016,TOR vs. MIN,W,19,9,15
Cole Aldrich,LAC,02/24/2016,LAC vs. DEN,L,11,2,0
Carl Landry,PHI,02/24/2016,PHI @ DET,L,10,10,8
Seth Curry,SAC,02/24/2016,SAC vs. SAS,L,6,2,-4
Matthew Dellavedova,CLE,02/24/2016,CLE vs. CHA,W,26,10,13
Adreian Payne,MIN,02/24/2016,MIN @ TOR,L,7,2,-10
Paul George,IND,02/24/2016,IND vs. NYK,W,36,27,7
Jorge Gutierrez,CHA,02/24/2016,CHA @ CLE,L,4,4,9
Mario Chalmers,MEM,02/24/2016,MEM vs. LAL,W,18,4,-7
Dion Waiters,OKC,02/24/2016,OKC @ DAL,W,27,14,16
Cameron Payne,OKC,02/24/2016,OKC @ DAL,W,5,0,-5
Kenneth Faried,DEN,02/24/2016,DEN @ LAC,W,23,21,7
Solomon Hill,IND,02/24/2016,IND vs. NYK,W,14,7,-8
Shaun Livingston,GSW,02/24/2016,GSW @ MIA,W,17,4,9
DeMarcus Cousins,SAC,02/24/2016,SAC vs. SAS,L,39,22,-6
Ramon Sessions,WAS,02/24/2016,WAS @ CHI,L,19,16,5
Marcus Morris,DET,02/24/2016,DET vs. PHI,W,32,13,26
Gerald Green,MIA,02/24/2016,MIA vs. GSW,L,25,0,7
David West,SAS,02/24/2016,SAS @ SAC,W,19,10,19
Emmanuel Mudiay,DEN,02/24/2016,DEN @ LAC,W,30,4,8
Tyler Hansbrough,CHA,02/24/2016,CHA @ CLE,L,4,2,9
Kentavious Caldwell-Pope,DET,02/24/2016,DET vs. PHI,W,30,11,21
Joe Young,IND,02/24/2016,IND vs. NYK,W,15,8,-3
Quincy Acy,SAC,02/24/2016,SAC vs. SAS,L,23,15,13
Danny Green,SAS,02/24/2016,SAS @ SAC,W,29,16,1
Chris Paul,LAC,02/24/2016,LAC vs. DEN,L,35,17,-4
Jose Calderon,NYK,02/24/2016,NYK @ IND,L,33,20,-6
David Lee,DAL,02/24/2016,DAL vs. OKC,L,15,4,4
Nik Stauskas,PHI,02/24/2016,PHI @ DET,L,25,3,-8
Mike Conley,MEM,02/24/2016,MEM vs. LAL,W,29,24,14
CJ Wilcox,LAC,02/24/2016,LAC vs. DEN,L,2,0,3
Sasha Kaun,CLE,02/24/2016,CLE vs. CHA,W,0,0,0
Marvin Williams,CHA,02/24/2016,CHA @ CLE,L,25,9,-5
Frank Kaminsky,CHA,02/24/2016,CHA @ CLE,L,23,16,-6
Justin Harper,DET,02/24/2016,DET vs. PHI,W,5,1,-7
Salah Mejri,DAL,02/24/2016,DAL vs. OKC,L,9,2,-1
Matt Barnes,MEM,02/24/2016,MEM vs. LAL,W,37,25,7
Jonathon Simmons,SAS,02/24/2016,SAS @ SAC,W,14,5,8
Ray McCallum,SAS,02/24/2016,SAS @ SAC,W,1,0,1
Steven Adams,OKC,02/24/2016,OKC @ DAL,W,25,15,0
Lou Williams,LAL,02/24/2016,LAL @ MEM,L,23,22,10
Otto Porter Jr.,WAS,02/24/2016,WAS @ CHI,L,17,2,-18
Luol Deng,MIA,02/24/2016,MIA vs. GSW,L,36,16,-7
Nerlens Noel,PHI,02/24/2016,PHI @ DET,L,20,3,-17
Joel Anthony,DET,02/24/2016,DET vs. PHI,W,4,0,-5
Markieff Morris,WAS,02/24/2016,WAS @ CHI,L,28,5,6
Jamal Crawford,LAC,02/24/2016,LAC vs. DEN,L,28,20,-1
Draymond Green,GSW,02/24/2016,GSW @ MIA,W,36,10,7
Justise Winslow,MIA,02/24/2016,MIA vs. GSW,L,33,8,-6
Patrick Patterson,TOR,02/24/2016,TOR vs. MIN,W,35,7,23
Lavoy Allen,IND,02/24/2016,IND vs. NYK,W,18,6,-9
Langston Galloway,NYK,02/24/2016,NYK @ IND,L,29,17,3
Nikola Jokic,DEN,02/24/2016,DEN @ LAC,W,26,7,8
Bismack Biyombo,TOR,02/24/2016,TOR vs. MIN,W,29,6,23
Devin Harris,DAL,02/24/2016,DAL vs. OKC,L,14,6,-9
Kevin Martin,MIN,02/24/2016,MIN @ TOR,L,4,2,0
Deron Williams,DAL,02/24/2016,DAL vs. OKC,L,35,14,-7
Kyle Anderson,SAS,02/24/2016,SAS @ SAC,W,29,14,16
LeBron James,CLE,02/24/2016,CLE vs. CHA,W,30,23,4
Jerami Grant,PHI,02/24/2016,PHI @ DET,L,24,9,-16
Ish Smith,PHI,02/24/2016,PHI @ DET,L,26,4,-19
Jahlil Okafor,PHI,02/24/2016,PHI @ DET,L,24,13,-26
Luis Scola,TOR,02/24/2016,TOR vs. MIN,W,13,6,-14
Patty Mills,SAS,02/24/2016,SAS @ SAC,W,19,7,22
Mitch McGary,OKC,02/24/2016,OKC @ DAL,W,1,0,0
Tony Snell,CHI,02/24/2016,CHI vs. WAS,W,34,16,13
Tristan Thompson,CLE,02/24/2016,CLE vs. CHA,W,23,6,-3
Richard Jefferson,CLE,02/24/2016,CLE vs. CHA,W,20,7,0
Bobby Portis,CHI,02/24/2016,CHI vs. WAS,W,20,5,-12
Brandon Rush,GSW,02/24/2016,GSW @ MIA,W,8,2,8
Tobias Harris,DET,02/24/2016,DET vs. PHI,W,30,22,18
Omri Casspi,SAC,02/24/2016,SAC vs. SAS,L,8,3,-7
Gorgui Dieng,MIN,02/24/2016,MIN @ TOR,L,41,21,9
Andre Iguodala,GSW,02/24/2016,GSW @ MIA,W,28,7,-9
Norman Powell,TOR,02/24/2016,TOR vs. MIN,W,5,0,3
Chandler Parsons,DAL,02/24/2016,DAL vs. OKC,L,24,6,-13
Paul Pierce,LAC,02/24/2016,LAC vs. DEN,L,17,4,-7
Russell Westbrook,OKC,02/24/2016,OKC @ DAL,W,36,24,9
Brandan Wright,MEM,02/24/2016,MEM vs. LAL,W,22,15,-3
Joffrey Lauvergne,DEN,02/24/2016,DEN @ LAC,W,22,12,-2
Dwyane Wade,MIA,02/24/2016,MIA vs. GSW,L,33,32,-13
Marco Belinelli,SAC,02/24/2016,SAC vs. SAS,L,15,0,-21
Jordan Clarkson,LAL,02/24/2016,LAL @ MEM,L,41,28,-17
JJ Redick,LAC,02/24/2016,LAC vs. DEN,L,32,20,0
LaMarcus Aldridge,SAS,02/24/2016,SAS @ SAC,W,32,7,-7
Josh Richardson,MIA,02/24/2016,MIA vs. GSW,L,29,15,-3
Larry Nance Jr.,LAL,02/24/2016,LAL @ MEM,L,15,3,11
Goran Dragic,MIA,02/24/2016,MIA vs. GSW,L,34,13,-3
Kyle Singler,OKC,02/24/2016,OKC @ DAL,W,5,0,4
JaKarr Sampson,DEN,02/24/2016,DEN @ LAC,W,12,3,-6
PJ Hairston,MEM,02/24/2016,MEM vs. LAL,W,23,17,18
Chris Andersen,MEM,02/24/2016,MEM vs. LAL,W,8,0,-7
Tarik Black,LAL,02/24/2016,LAL @ MEM,L,10,0,-5
Tayshaun Prince,MIN,02/24/2016,MIN @ TOR,L,17,5,3
Darren Collison,SAC,02/24/2016,SAC vs. SAS,L,31,15,-29
Nick Collison,OKC,02/24/2016,OKC @ DAL,W,10,2,4
Randy Foye,OKC,02/24/2016,OKC @ DAL,W,22,6,15
Klay Thompson,GSW,02/24/2016,GSW @ MIA,W,34,33,9
E'Twaun Moore,CHI,02/24/2016,CHI vs. WAS,W,29,17,8
Kyrie Irving,CLE,02/24/2016,CLE vs. CHA,W,32,23,15
James Ennis III,MEM,02/24/2016,MEM vs. LAL,W,1,0,-5
